Title,ViewCount,URL,Thumbnail,PublishedAt,DurationSec,Rank
【アニメ】俺が思う青春を全部詰め込んでみた,3586563,https://www.youtube.com/watch?v=TdSVgWC4KFA,https://i.ytimg.com/vi/TdSVgWC4KFA/hqdefault.jpg,2020-07-06T10:00:09Z,122,98
永遠とカップルを邪魔し続けるアニメ,3566074,https://www.youtube.com/watch?v=12wxNjfoce4,https://i.ytimg.com/vi/12wxNjfoce4/hqdefault.jpg,2020-03-25T09:00:02Z,111,99
【アニメ】戦争とケンタウロスとパラレルワールド,3565833,https://www.youtube.com/watch?v=w3eVc942bH0,https://i.ytimg.com/vi/w3eVc942bH0/hqdefault.jpg,2020-01-02T09:00:10Z,110,100
【アニメ】並行世界同時同座標亜空間出現装置,3532575,https://www.youtube.com/watch?v=v_CJfRoJF_k,https://i.ytimg.com/vi/v_CJfRoJF_k/hqdefault.jpg,2019-12-18T09:00:11Z,109,101
【アニメ】「空き巣」の格好なのに「覗き」してくる,3505619,https://www.youtube.com/watch?v=MTZlzAgtquU,https://i.ytimg.com/vi/MTZlzAgtquU/hqdefault.jpg,2021-08-22T11:07:12Z,160,102
【アニメ】思いつくままにアニメ作った,3463670,https://www.youtube.com/watch?v=1OBhzg0B1h4,https://i.ytimg.com/vi/1OBhzg0B1h4/hqdefault.jpg,2021-08-17T10:00:00Z,145,103
【アニメ】お前…なんか垢抜けた？,3441698,https://www.youtube.com/watch?v=-949-a27C7Y,https://i.ytimg.com/vi/-949-a27C7Y/hqdefault.jpg,2021-06-23T10:00:00Z,153,104
【アニメ】俳句の天才なのでここでも一句できる,3438329,https://www.youtube.com/watch?v=2c-V93xkgNs,https://i.ytimg.com/vi/2c-V93xkgNs/hqdefault.jpg,2022-09-20T10:21:45Z,151,105
深夜テンションで作ったアニメ,3420165,https://www.youtube.com/watch?v=4v4SbRzNk4M,https://i.ytimg.com/vi/4v4SbRzNk4M/hqdefault.jpg,2020-10-03T10:00:01Z,119,106
【アニメ】色々おかしいボクシング実況,3407636,https://www.youtube.com/watch?v=3ZJSZnq5sLo,https://i.ytimg.com/vi/3ZJSZnq5sLo/hqdefault.jpg,2021-12-11T10:00:02Z,211,107
告白される事を察するアニメ【おらぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁぁ】,3400926,https://www.youtube.com/watch?v=4S77cViZ95c,https://i.ytimg.com/vi/4S77cViZ95c/hqdefault.jpg,2020-11-05T10:30:00Z,134,108
【アニメ】唐突に始まった喧嘩に動揺とおしっこが止まらない,3361400,https://www.youtube.com/watch?v=HL6TcLWbSR0,https://i.ytimg.com/vi/HL6TcLWbSR0/hqdefault.jpg,2020-02-16T09:00:02Z,99,109
【アニメ】レンタル彼氏に別れ話を切り出す,3311292,https://www.youtube.com/watch?v=1PLuFe342tA,https://i.ytimg.com/vi/1PLuFe342tA/hqdefault.jpg,2021-07-23T10:33:51Z,169,110
ほぼツッコミだけで成り立つアニメ,3310748,https://www.youtube.com/watch?v=NoVCj0D-5Dg,https://i.ytimg.com/vi/NoVCj0D-5Dg/hqdefault.jpg,2020-04-16T10:00:23Z,147,111
【アニメ】絶対に勝ち目がないナンパ,3304096,https://www.youtube.com/watch?v=RAXRK13ysaI,https://i.ytimg.com/vi/RAXRK13ysaI/hqdefault.jpg,2021-07-12T10:38:01Z,149,112
【アニメ】1人だけ袴で来ちゃった成人式,3295450,https://www.youtube.com/watch?v=ezDKSRoHsPU,https://i.ytimg.com/vi/ezDKSRoHsPU/hqdefault.jpg,2021-01-30T10:00:29Z,177,113
【アニメ】ぜんぶ間違えてるファンサービス神対応,3278363,https://www.youtube.com/watch?v=k4IVlX8ZtKM,https://i.ytimg.com/vi/k4IVlX8ZtKM/hqdefault.jpg,2021-05-15T10:00:19Z,166,114
【アニメ】人生下克上した奴へインタビュー,3271237,https://www.youtube.com/watch?v=FYTUB7OHwic,https://i.ytimg.com/vi/FYTUB7OHwic/hqdefault.jpg,2020-07-18T10:00:04Z,116,115
【アニメ】意味が分からない長電話,3267066,https://www.youtube.com/watch?v=paxY2WrPeak,https://i.ytimg.com/vi/paxY2WrPeak/hqdefault.jpg,2020-11-29T10:00:21Z,134,116
【アニメ】「その結婚ちょっと待った」史上1番ダサい展開,3255053,https://www.youtube.com/watch?v=iiCzbJX7zIw,https://i.ytimg.com/vi/iiCzbJX7zIw/hqdefault.jpg,2021-01-26T10:00:11Z,149,117
《アニメ》もしも浦島太郎の世界が狂っていたら,3250595,https://www.youtube.com/watch?v=DhiAyEgfZL0,https://i.ytimg.com/vi/DhiAyEgfZL0/hqdefault.jpg,2019-11-30T09:00:05Z,90,118
【アニメ】日清CMの幻の別バージョン,3219201,https://www.youtube.com/watch?v=P0nQ7l_ZVAA,https://i.ytimg.com/vi/P0nQ7l_ZVAA/hqdefault.jpg,2022-04-20T10:00:11Z,158,119
